"HealthTopic","Population","Indicator","Unit","Time","RegionCode","RegionName","NumValue","TxtValue"
"Measles","Vaccination coverage","Vaccination coverage first dose","%","2000","BG","Bulgaria",89.000000000,""
"Measles","Vaccination coverage","Vaccination coverage first dose","%","2000","BG","Bulgaria",89.000000000,""
"Measles","Vaccination coverage","Vaccination coverage first dose","%","2000","CY","Cyprus",86.000000000,""
"Measles","Vaccination coverage","Vaccination coverage first dose","%","2000","CY","Cyprus",86.000000000,""
"Measles","Vaccination coverage","Vaccination coverage first dose","%","2000","CZ","Czech Republic",97.000000000,""
"Measles","Vaccination coverage","Vaccination coverage first dose","%","2000","CZ","Czech Republic",97.000000000,""
"Measles","Vaccination coverage","Vaccination coverage first dose","%","2000","DE","Germany",92.000000000,""
"Measles","Vaccination coverage","Vaccination coverage first dose","%","2000","DE","Germany",92.000000000,""
"Measles","Vaccination coverage","Vaccination coverage first dose","%","2000","DK","Denmark",99.000000000,""
"Measles","Vaccination coverage","Vaccination coverage first dose","%","2000","DK","Denmark",99.000000000,""
"Measles","Vaccination coverage","Vaccination coverage first dose","%","2000","EE","Estonia",93.000000000,""
"Measles","Vaccination coverage","Vaccination coverage first dose","%","2000","EE","Estonia",93.000000000,""
"Measles","Vaccination coverage","Vaccination coverage first dose","%","2000","EL","Greece",89.000000000,""
"Measles","Vaccination coverage","Vaccination coverage first dose","%","2000","EL","Greece",89.000000000,""
"Measles","Vaccination coverage","Vaccination coverage first dose","%","2000","ES","Spain",94.000000000,""
"Measles","Vaccination coverage","Vaccination coverage first dose","%","2000","ES","Spain",94.000000000,""
"Measles","Vaccination coverage","Vaccination coverage first dose","%","2000","EU_EEA31","EU/EEA",89.047943000,""
"Measles","Vaccination coverage","Vaccination coverage first dose","%","2000","EU_EEA31","EU/EEA",89.047943000,""
"Measles","Vaccination coverage","Vaccination coverage first dose","%","2000","FI","Finland",96.000000000,""
"Measles","Vaccination coverage","Vaccination coverage first dose","%","2000","FI","Finland",96.000000000,""
"Measles","Vaccination coverage","Vaccination coverage first dose","%","2000","FR","France",84.000000000,""
"Measles","Vaccination coverage","Vaccination coverage first dose","%","2000","FR","France",84.000000000,""
"Measles","Vaccination coverage","Vaccination coverage first dose","%","2000","HR","Croatia",93.000000000,""
"Measles","Vaccination coverage","Vaccination coverage first dose","%","2000","HR","Croatia",93.000000000,""
"Measles","Vaccination coverage","Vaccination coverage first dose","%","2000","HU","Hungary",99.000000000,""
"Measles","Vaccination coverage","Vaccination coverage first dose","%","2000","HU","Hungary",99.000000000,""
"Measles","Vaccination coverage","Vaccination coverage first dose","%","2000","IE","Ireland",79.000000000,""
"Measles","Vaccination coverage","Vaccination coverage first dose","%","2000","IE","Ireland",79.000000000,""
"Measles","Vaccination coverage","Vaccination coverage first dose","%","2000","IS","Iceland",91.000000000,""
"Measles","Vaccination coverage","Vaccination coverage first dose","%","2000","IS","Iceland",91.000000000,""
"Measles","Vaccination coverage","Vaccination coverage first dose","%","2000","IT","Italy",74.000000000,""
"Measles","Vaccination coverage","Vaccination coverage first dose","%","2000","IT","Italy",74.000000000,""
"Measles","Vaccination coverage","Vaccination coverage first dose","%","2000","LT","Lithuania",97.000000000,""
"Measles","Vaccination coverage","Vaccination coverage first dose","%","2000","LT","Lithuania",97.000000000,""
"Measles","Vaccination coverage","Vaccination coverage first dose","%","2000","LU","Luxembourg",93.000000000,""
"Measles","Vaccination coverage","Vaccination coverage first dose","%","2000","LU","Luxembourg",93.000000000,""
"Measles","Vaccination coverage","Vaccination coverage first dose","%","2000","LV","Latvia",97.000000000,""
"Measles","Vaccination coverage","Vaccination coverage first dose","%","2000","LV","Latvia",97.000000000,""
"Measles","Vaccination coverage","Vaccination coverage first dose","%","2000","MT","Malta",74.000000000,""
"Measles","Vaccination coverage","Vaccination coverage first dose","%","2000","MT","Malta",74.000000000,""
"Measles","Vaccination coverage","Vaccination coverage first dose","%","2000","NL","Netherlands",96.000000000,""
"Measles","Vaccination coverage","Vaccination coverage first dose","%","2000","NL","Netherlands",96.000000000,""
"Measles","Vaccination coverage","Vaccination coverage first dose","%","2000","NO","Norway",88.000000000,""
"Measles","Vaccination coverage","Vaccination coverage first dose","%","2000","NO","Norway",88.000000000,""
"Measles","Vaccination coverage","Vaccination coverage first dose","%","2000","PL","Poland",97.000000000,""
"Measles","Vaccination coverage","Vaccination coverage first dose","%","2000","PL","Poland",97.000000000,""
"Measles","Vaccination coverage","Vaccination coverage first dose","%","2000","PT","Portugal",87.000000000,""
"Measles","Vaccination coverage","Vaccination coverage first dose","%","2000","PT","Portugal",87.000000000,""
"Measles","Vaccination coverage","Vaccination coverage first dose","%","2000","RO","Romania",98.000000000,""
"Measles","Vaccination coverage","Vaccination coverage first dose","%","2000","RO","Romania",98.000000000,""
"Measles","Vaccination coverage","Vaccination coverage first dose","%","2000","SE","Sweden",91.000000000,""
"Measles","Vaccination coverage","Vaccination coverage first dose","%","2000","SE","Sweden",91.000000000,""
"Measles","Vaccination coverage","Vaccination coverage first dose","%","2000","SI","Slovenia",95.000000000,""
"Measles","Vaccination coverage","Vaccination coverage first dose","%","2000","SI","Slovenia",95.000000000,""
"Measles","Vaccination coverage","Vaccination coverage first dose","%","2000","SK","Slovakia",98.000000000,""
"Measles","Vaccination coverage","Vaccination coverage first dose","%","2000","SK","Slovakia",98.000000000,""
"Measles","Vaccination coverage","Vaccination coverage first dose","%","2000","UK","United Kingdom",88.000000000,""
"Measles","Vaccination coverage","Vaccination coverage first dose","%","2000","UK","United Kingdom",88.000000000,""
"Measles","Vaccination coverage","Vaccination coverage first dose","%","2001","AT","Austria",79.000000000,""
"Measles","Vaccination coverage","Vaccination coverage first dose","%","2001","AT","Austria",79.000000000,""
"Measles","Vaccination coverage","Vaccination coverage first dose","%","2001","BE","Belgium",82.000000000,""
"Measles","Vaccination coverage","Vaccination coverage first dose","%","2001","BE","Belgium",82.000000000,""
"Measles","Vaccination coverage","Vaccination coverage first dose","%","2001","BG","Bulgaria",90.000000000,""
"Measles","Vaccination coverage","Vaccination coverage first dose","%","2001","BG","Bulgaria",90.000000000,""
"Measles","Vaccination coverage","Vaccination coverage first dose","%","2001","CY","Cyprus",86.000000000,""
"Measles","Vaccination coverage","Vaccination coverage first dose","%","2001","CY","Cyprus",86.000000000,""
"Measles","Vaccination coverage","Vaccination coverage first dose","%","2001","CZ","Czech Republic",97.000000000,""
"Measles","Vaccination coverage","Vaccination coverage first dose","%","2001","CZ","Czech Republic",97.000000000,""
"Measles","Vaccination coverage","Vaccination coverage first dose","%","2001","DE","Germany",94.000000000,""
"Measles","Vaccination coverage","Vaccination coverage first dose","%","2001","DE","Germany",94.000000000,""
"Measles","Vaccination coverage","Vaccination coverage first dose","%","2001","DK","Denmark",94.000000000,""
"Measles","Vaccination coverage","Vaccination coverage first dose","%","2001","DK","Denmark",94.000000000,""
"Measles","Vaccination coverage","Vaccination coverage first dose","%","2001","EE","Estonia",95.000000000,""
"Measles","Vaccination coverage","Vaccination coverage first dose","%","2001","EE","Estonia",95.000000000,""
"Measles","Vaccination coverage","Vaccination coverage first dose","%","2001","EL","Greece",91.000000000,""
"Measles","Vaccination coverage","Vaccination coverage first dose","%","2001","EL","Greece",91.000000000,""
"Measles","Vaccination coverage","Vaccination coverage first dose","%","2001","ES","Spain",96.000000000,""
"Measles","Vaccination coverage","Vaccination coverage first dose","%","2001","ES","Spain",96.000000000,""
"Measles","Vaccination coverage","Vaccination coverage first dose","%","2001","EU_EEA31","EU/EEA",89.799012000,""
"Measles","Vaccination coverage","Vaccination coverage first dose","%","2001","EU_EEA31","EU/EEA",89.799012000,""
"Measles","Vaccination coverage","Vaccination coverage first dose","%","2001","FI","Finland",96.000000000,""
"Measles","Vaccination coverage","Vaccination coverage first dose","%","2001","FI","Finland",96.000000000,""
"Measles","Vaccination coverage","Vaccination coverage first dose","%","2001","FR","France",85.000000000,""
"Measles","Vaccination coverage","Vaccination coverage first dose","%","2001","FR","France",85.000000000,""
"Measles","Vaccination coverage","Vaccination coverage first dose","%","2001","HR","Croatia",94.000000000,""
"Measles","Vaccination coverage","Vaccination coverage first dose","%","2001","HR","Croatia",94.000000000,""
"Measles","Vaccination coverage","Vaccination coverage first dose","%","2001","HU","Hungary",99.000000000,""
"Measles","Vaccination coverage","Vaccination coverage first dose","%","2001","HU","Hungary",99.000000000,""
"Measles","Vaccination coverage","Vaccination coverage first dose","%","2001","IE","Ireland",73.000000000,""
"Measles","Vaccination coverage","Vaccination coverage first dose","%","2001","IE","Ireland",73.000000000,""
"Measles","Vaccination coverage","Vaccination coverage first dose","%","2001","IS","Iceland",88.000000000,""
"Measles","Vaccination coverage","Vaccination coverage first dose","%","2001","IS","Iceland",88.000000000,""
"Measles","Vaccination coverage","Vaccination coverage first dose","%","2001","IT","Italy",77.000000000,""
"Measles","Vaccination coverage","Vaccination coverage first dose","%","2001","IT","Italy",77.000000000,""
"Measles","Vaccination coverage","Vaccination coverage first dose","%","2001","LT","Lithuania",97.000000000,""
"Measles","Vaccination coverage","Vaccination coverage first dose","%","2001","LT","Lithuania",97.000000000,""
"Measles","Vaccination coverage","Vaccination coverage first dose","%","2001","LU","Luxembourg",94.000000000,""
"Measles","Vaccination coverage","Vaccination coverage first dose","%","2001","LU","Luxembourg",94.000000000,""
"Measles","Vaccination coverage","Vaccination coverage first dose","%","2001","LV","Latvia",98.000000000,""
"Measles","Vaccination coverage","Vaccination coverage first dose","%","2001","LV","Latvia",98.000000000,""
"Measles","Vaccination coverage","Vaccination coverage first dose","%","2001","MT","Malta",70.000000000,""
"Measles","Vaccination coverage","Vaccination coverage first dose","%","2001","MT","Malta",70.000000000,""
"Measles","Vaccination coverage","Vaccination coverage first dose","%","2001","NL","Netherlands",95.000000000,""
"Measles","Vaccination coverage","Vaccination coverage first dose","%","2001","NL","Netherlands",95.000000000,""
"Measles","Vaccination coverage","Vaccination coverage first dose","%","2001","NO","Norway",90.000000000,""
"Measles","Vaccination coverage","Vaccination coverage first dose","%","2001","NO","Norway",90.000000000,""
"Measles","Vaccination coverage","Vaccination coverage first dose","%","2001","PL","Poland",97.000000000,""
"Measles","Vaccination coverage","Vaccination coverage first dose","%","2001","PL","Poland",97.000000000,""
"Measles","Vaccination coverage","Vaccination coverage first dose","%","2001","PT","Portugal",90.000000000,""
"Measles","Vaccination coverage","Vaccination coverage first dose","%","2001","PT","Portugal",90.000000000,""
"Measles","Vaccination coverage","Vaccination coverage first dose","%","2001","RO","Romania",98.000000000,""
"Measles","Vaccination coverage","Vaccination coverage first dose","%","2001","RO","Romania",98.000000000,""
"Measles","Vaccination coverage","Vaccination coverage first dose","%","2001","SE","Sweden",94.000000000,""
"Measles","Vaccination coverage","Vaccination coverage first dose","%","2001","SE","Sweden",94.000000000,""
"Measles","Vaccination coverage","Vaccination coverage first dose","%","2001","SI","Slovenia",94.000000000,""
"Measles","Vaccination coverage","Vaccination coverage first dose","%","2001","SI","Slovenia",94.000000000,""
"Measles","Vaccination coverage","Vaccination coverage first dose","%","2001","SK","Slovakia",99.000000000,""
"Measles","Vaccination coverage","Vaccination coverage first dose","%","2001","SK","Slovakia",99.000000000,""
"Measles","Vaccination coverage","Vaccination coverage first dose","%","2001","UK","United Kingdom",85.000000000,""
"Measles","Vaccination coverage","Vaccination coverage first dose","%","2001","UK","United Kingdom",85.000000000,""
"Measles","Vaccination coverage","Vaccination coverage first dose","%","2002","AT","Austria",78.000000000,""
"Measles","Vaccination coverage","Vaccination coverage first dose","%","2002","AT","Austria",78.000000000,""
"Measles","Vaccination coverage","Vaccination coverage first dose","%","2002","BE","Belgium",82.000000000,""
"Measles","Vaccination coverage","Vaccination coverage first dose","%","2002","BE","Belgium",82.000000000,""
"Measles","Vaccination coverage","Vaccination coverage first dose","%","2002","BG","Bulgaria",92.000000000,""
"Measles","Vaccination coverage","Vaccination coverage first dose","%","2002","BG","Bulgaria",92.000000000,""
"Measles","Vaccination coverage","Vaccination coverage first dose","%","2002","CY","Cyprus",86.000000000,""
"Measles","Vaccination coverage","Vaccination coverage first dose","%","2002","CY","Cyprus",86.000000000,""
"Measles","Vaccination coverage","Vaccination coverage first dose","%","2002","CZ","Czech Republic",98.000000000,""
"Measles","Vaccination coverage","Vaccination coverage first dose","%","2002","CZ","Czech Republic",98.000000000,""
"Measles","Vaccination coverage","Vaccination coverage first dose","%","2002","DE","Germany",94.000000000,""
"Measles","Vaccination coverage","Vaccination coverage first dose","%","2002","DE","Germany",94.000000000,""
"Measles","Vaccination coverage","Vaccination coverage first dose","%","2002","DK","Denmark",95.000000000,""
"Measles","Vaccination coverage","Vaccination coverage first dose","%","2002","DK","Denmark",95.000000000,""
"Measles","Vaccination coverage","Vaccination coverage first dose","%","2002","EE","Estonia",95.000000000,""
"Measles","Vaccination coverage","Vaccination coverage first dose","%","2002","EE","Estonia",95.000000000,""
"Measles","Vaccination coverage","Vaccination coverage first dose","%","2002","EL","Greece",92.000000000,""
"Measles","Vaccination coverage","Vaccination coverage first dose","%","2002","EL","Greece",92.000000000,""
"Measles","Vaccination coverage","Vaccination coverage first dose","%","2002","ES","Spain",97.000000000,""
"Measles","Vaccination coverage","Vaccination coverage first dose","%","2002","ES","Spain",97.000000000,""
"Measles","Vaccination coverage","Vaccination coverage first dose","%","2002","EU_EEA31","EU/EEA",90.662459000,""
"Measles","Vaccination coverage","Vaccination coverage first dose","%","2002","EU_EEA31","EU/EEA",90.662459000,""
"Measles","Vaccination coverage","Vaccination coverage first dose","%","2002","FI","Finland",96.000000000,""
"Measles","Vaccination coverage","Vaccination coverage first dose","%","2002","FI","Finland",96.000000000,""
"Measles","Vaccination coverage","Vaccination coverage first dose","%","2002","FR","France",86.000000000,""
"Measles","Vaccination coverage","Vaccination coverage first dose","%","2002","FR","France",86.000000000,""
"Measles","Vaccination coverage","Vaccination coverage first dose","%","2002","HR","Croatia",95.000000000,""
"Measles","Vaccination coverage","Vaccination coverage first dose","%","2002","HR","Croatia",95.000000000,""
"Measles","Vaccination coverage","Vaccination coverage first dose","%","2002","HU","Hungary",99.000000000,""
"Measles","Vaccination coverage","Vaccination coverage first dose","%","2002","HU","Hungary",99.000000000,""
"Measles","Vaccination coverage","Vaccination coverage first dose","%","2002","IE","Ireland",73.000000000,""
"Measles","Vaccination coverage","Vaccination coverage first dose","%","2002","IE","Ireland",73.000000000,""
"Measles","Vaccination coverage","Vaccination coverage first dose","%","2002","IS","Iceland",91.000000000,""
"Measles","Vaccination coverage","Vaccination coverage first dose","%","2002","IS","Iceland",91.000000000,""
"Measles","Vaccination coverage","Vaccination coverage first dose","%","2002","IT","Italy",81.000000000,""
"Measles","Vaccination coverage","Vaccination coverage first dose","%","2002","IT","Italy",81.000000000,""
"Measles","Vaccination coverage","Vaccination coverage first dose","%","2002","LT","Lithuania",98.000000000,""
"Measles","Vaccination coverage","Vaccination coverage first dose","%","2002","LT","Lithuania",98.000000000,""
"Measles","Vaccination coverage","Vaccination coverage first dose","%","2002","LU","Luxembourg",94.000000000,""
"Measles","Vaccination coverage","Vaccination coverage first dose","%","2002","LU","Luxembourg",94.000000000,""
"Measles","Vaccination coverage","Vaccination coverage first dose","%","2002","LV","Latvia",98.000000000,""
"Measles","Vaccination coverage","Vaccination coverage first dose","%","2002","LV","Latvia",98.000000000,""
"Measles","Vaccination coverage","Vaccination coverage first dose","%","2002","MT","Malta",65.000000000,""
"Measles","Vaccination coverage","Vaccination coverage first dose","%","2002","MT","Malta",65.000000000,""
"Measles","Vaccination coverage","Vaccination coverage first dose","%","2002","NL","Netherlands",95.000000000,""
"Measles","Vaccination coverage","Vaccination coverage first dose","%","2002","NL","Netherlands",95.000000000,""
"Measles","Vaccination coverage","Vaccination coverage first dose","%","2002","NO","Norway",87.000000000,""
"Measles","Vaccination coverage","Vaccination coverage first dose","%","2002","NO","Norway",87.000000000,""
"Measles","Vaccination coverage","Vaccination coverage first dose","%","2002","PL","Poland",98.000000000,""
"Measles","Vaccination coverage","Vaccination coverage first dose","%","2002","PL","Poland",98.000000000,""
"Measles","Vaccination coverage","Vaccination coverage first dose","%","2002","PT","Portugal",93.000000000,""
"Measles","Vaccination coverage","Vaccination coverage first dose","%","2002","PT","Portugal",93.000000000,""
"Measles","Vaccination coverage","Vaccination coverage first dose","%","2002","RO","Romania",98.000000000,""
"Measles","Vaccination coverage","Vaccination coverage first dose","%","2002","RO","Romania",98.000000000,""
"Measles","Vaccination coverage","Vaccination coverage first dose","%","2002","SE","Sweden",95.000000000,""
"Measles","Vaccination coverage","Vaccination coverage first dose","%","2002","SE","Sweden",95.000000000,""
"Measles","Vaccination coverage","Vaccination coverage first dose","%","2002","SI","Slovenia",93.000000000,""
"Measles","Vaccination coverage","Vaccination coverage first dose","%","2002","SI","Slovenia",93.000000000,""
"Measles","Vaccination coverage","Vaccination coverage first dose","%","2002","SK","Slovakia",99.000000000,""
"Measles","Vaccination coverage","Vaccination coverage first dose","%","2002","SK","Slovakia",99.000000000,""
"Measles","Vaccination coverage","Vaccination coverage first dose","%","2002","UK","United Kingdom",85.000000000,""
"Measles","Vaccination coverage","Vaccination coverage first dose","%","2002","UK","United Kingdom",85.000000000,""
"Measles","Vaccination coverage","Vaccination coverage first dose","%","2003","AT","Austria",79.000000000,""
"Measles","Vaccination coverage","Vaccination coverage first dose","%","2003","AT","Austria",79.000000000,""
"Measles","Vaccination coverage","Vaccination coverage first dose","%","2003","BE","Belgium",82.000000000,""
"Measles","Vaccination coverage","Vaccination coverage first dose","%","2003","BE","Belgium",82.000000000,""
"Measles","Vaccination coverage","Vaccination coverage first dose","%","2003","BG","Bulgaria",96.000000000,""
"Measles","Vaccination coverage","Vaccination coverage first dose","%","2003","BG","Bulgaria",96.000000000,""
"Measles","Vaccination coverage","Vaccination coverage first dose","%","2003","CY","Cyprus",86.000000000,""
"Measles","Vaccination coverage","Vaccination coverage first dose","%","2003","CY","Cyprus",86.000000000,""
"Measles","Vaccination coverage","Vaccination coverage first dose","%","2003","CZ","Czech Republic",97.000000000,""
"Measles","Vaccination coverage","Vaccination coverage first dose","%","2003","CZ","Czech Republic",97.000000000,""
"Measles","Vaccination coverage","Vaccination coverage first dose","%","2003","DE","Germany",95.000000000,""
"Measles","Vaccination coverage","Vaccination coverage first dose","%","2003","DE","Germany",95.000000000,""
"Measles","Vaccination coverage","Vaccination coverage first dose","%","2003","DK","Denmark",96.000000000,""
"Measles","Vaccination coverage","Vaccination coverage first dose","%","2003","DK","Denmark",96.000000000,""
"Measles","Vaccination coverage","Vaccination coverage first dose","%","2003","EE","Estonia",95.000000000,""
"Measles","Vaccination coverage","Vaccination coverage first dose","%","2003","EE","Estonia",95.000000000,""
"Measles","Vaccination coverage","Vaccination coverage first dose","%","2003","EL","Greece",94.000000000,""
"Measles","Vaccination coverage","Vaccination coverage first dose","%","2003","EL","Greece",94.000000000,""
"Measles","Vaccination coverage","Vaccination coverage first dose","%","2003","ES","Spain",98.000000000,""
"Measles","Vaccination coverage","Vaccination coverage first dose","%","2003","ES","Spain",98.000000000,""
"Measles","Vaccination coverage","Vaccination coverage first dose","%","2003","EU_EEA31","EU/EEA",91.164528000,""
"Measles","Vaccination coverage","Vaccination coverage first dose","%","2003","EU_EEA31","EU/EEA",91.164528000,""
"Measles","Vaccination coverage","Vaccination coverage first dose","%","2003","FI","Finland",97.000000000,""
"Measles","Vaccination coverage","Vaccination coverage first dose","%","2003","FI","Finland",97.000000000,""
"Measles","Vaccination coverage","Vaccination coverage first dose","%","2003","FR","France",87.000000000,""
"Measles","Vaccination coverage","Vaccination coverage first dose","%","2003","FR","France",87.000000000,""
"Measles","Vaccination coverage","Vaccination coverage first dose","%","2003","HR","Croatia",94.000000000,""
"Measles","Vaccination coverage","Vaccination coverage first dose","%","2003","HR","Croatia",94.000000000,""
"Measles","Vaccination coverage","Vaccination coverage first dose","%","2003","HU","Hungary",99.000000000,""
"Measles","Vaccination coverage","Vaccination coverage first dose","%","2003","HU","Hungary",99.000000000,""
"Measles","Vaccination coverage","Vaccination coverage first dose","%","2003","IE","Ireland",78.000000000,""
"Measles","Vaccination coverage","Vaccination coverage first dose","%","2003","IE","Ireland",78.000000000,""
"Measles","Vaccination coverage","Vaccination coverage first dose","%","2003","IS","Iceland",93.000000000,""
"Measles","Vaccination coverage","Vaccination coverage first dose","%","2003","IS","Iceland",93.000000000,""
"Measles","Vaccination coverage","Vaccination coverage first dose","%","2003","IT","Italy",84.000000000,""
"Measles","Vaccination coverage","Vaccination coverage first dose","%","2003","IT","Italy",84.000000000,""
"Measles","Vaccination coverage","Vaccination coverage first dose","%","2003","LT","Lithuania",98.000000000,""
"Measles","Vaccination coverage","Vaccination coverage first dose","%","2003","LT","Lithuania",98.000000000,""
"Measles","Vaccination coverage","Vaccination coverage first dose","%","2003","LU","Luxembourg",95.000000000,""
"Measles","Vaccination coverage","Vaccination coverage first dose","%","2003","LU","Luxembourg",95.000000000,""
"Measles","Vaccination coverage","Vaccination coverage first dose","%","2003","LV","Latvia",98.000000000,""
"Measles","Vaccination coverage","Vaccination coverage first dose","%","2003","LV","Latvia",98.000000000,""
"Measles","Vaccination coverage","Vaccination coverage first dose","%","2003","MT","Malta",90.000000000,""
"Measles","Vaccination coverage","Vaccination coverage first dose","%","2003","MT","Malta",90.000000000,""
"Measles","Vaccination coverage","Vaccination coverage first dose","%","2003","NL","Netherlands",96.000000000,""
"Measles","Vaccination coverage","Vaccination coverage first dose","%","2003","NL","Netherlands",96.000000000,""
